qclass redshift N_pre N_post echo_duration_w1 pre_median_flux_w1 pre_median_e_flux_w1 pre_median_total_flux_w1 pre_rms_flux_w1 post_max_flux_w1 post_mean_flux_w1 post1yr_max_flux_w1 post1yr_mean_flux_w1 post1yr_sum_flux_w1 e_post_max_flux_w1 name chi2 sigma_rise sigma_fade e_sigma_rise e_sigma_fade n_rise n_fade mean_color color_slope e_mean_color e_color_slope ra dec ndetections ndetections_negative ndetections_g ndetections_r median_color offset_rms_r offset_unc_r offset_sig_r offset_med_r offset_weighted_r offset_rms_g offset_unc_g offset_sig_g offset_med_g offset_weighted_g offset_sig offset_rms_ps1 offset_med_ps1 offset_sig_ps1 flare_n_pre flare_n_post flare_peak_mag flare_peak_jd flare_amplitude_mag flare_duration_day flare_postpeak_duration_day flare_prepeak_duration_day fEdd Lbol MBH MBH_ref df_over_rms rms_over_err
Unknown nan 11 2 0.0 -5.752725550086352e-05 1.1901306032389294e-05 0.0007026449715102967 0.00013409281299210085 0.00033193990583410484 0.0003025437646982276 0.00033193990583410484 0.0003025437646982276 0.0006050875293964552 1.62385350887768e-05 ZTF18aceeqya 0.4510285497204544 0.0 5065.026904636935 0.0 5239.484243748747 1.0 99.0 0.5755440560062485 0.0007128592405556386 0.12142059796306055 0.0004446542162711415 112.0873088 21.8545218 99.0 0.0 18.0 81.0 0.0 0.2854928731505552 0.1610007503088107 1.1795875600910395 0.16364801739288962 0.18991448222959667 0.2145690648757294 0.19352302826787587 1.1566253926162346 0.26706577621025507 0.2238336485506146 1.1795875600910395 0.2830255788611565 0.1849032179625905 1.8490321796259048 69.0 21.0 19.4738 2458836.8178 -1.0741999999999976 540.8335899999365 127.9043000000529 412.9292899998836 -1.0 0.0 0.0 "" 2.2562265489653788 11.267067045177102
SN 0.063 11 3 0.0 -8.765526106931174e-06 1.561766429688762e-05 0.0019787177467298633 2.1856310520817923e-05 3.6160004045492305e-06 -2.474821333353572e-05 3.6160004045492305e-06 -9.645659909836713e-06 -1.9291319819673425e-05 1.679131469625398e-05 ZTF19aavsahh 0.8328243320506611 7.9120231021553655 17.212951783671556 1.0865120321890913 1.5150820938363332 6.0 14.0 0.13124758617316817 0.0372766547708534 0.05989168925143146 0.006682995811657891 247.5779118 6.1974942 21.0 0.0 11.0 9.0 0.0 0.29551249651680345 0.14036762668776182 3.4134471858280566 0.4306626298786402 0.4791374802987038 0.23541409972178232 0.14779950299701688 2.3188517059542817 0.3262342962210539 0.34272512966382757 3.4134471858280566 0.2780066582419537 0.3241937379203461 3.241937379203461 8.0 13.0 18.1134 2458642.7947917 -1.7022000000000013 41.9753999998793 32.95140830008313 9.02399169979617 -1.0 0.0 0.0 "" -0.44132150760986466 1.3994608992314925
TDE? 0.1 11 3 0.0 1.3287267417396419e-06 1.0816654610276012e-05 0.0005027919786981094 2.0618109373066205e-05 -1.1419438735205913e-05 -2.0252974875822424e-05 -2.287743088181498e-05 -2.4669742946130676e-05 -4.933948589226135e-05 1.255312320493124e-05 ZTF19acdaesq 0.19957237441484602 13.536464666662816 18.63735898151958 5.279477252710744 7.747914989897921 12.0 5.0 0.049625416336201614 0.01637610959932623 0.18539677324215392 0.03521266509426546 149.3427261 19.4116409 17.0 0.0 3.0 14.0 0.0 0.17576623761401242 0.17338630221734075 0.36877222435447615 0.05935225352377327 0.06394005234128619 0.3754009935860262 0.29026744287833117 1.6595934329021529 0.2908808911105177 0.4817259419861792 0.36877222435447615 0.2169676542494744 0.023474318904789064 0.23474318904789063 13.0 4.0 18.7598 2458775.951436 -1.1515000000000022 30.00771709997207 16.064464000053704 13.943253099918365 0.0 0.0 7.080145669558195 T13 -1.196508491625192 1.9061447477003324
Unknown nan 12 2 0.0 6.918797199734784e-07 5.87005778475381e-06 0.0003728131027708871 5.901657263145954e-06 6.641520559222186e-06 -6.631436320588733e-06 6.641520559222186e-06 -6.631436320588733e-06 -1.3262872641177466e-05 6.425796858940659e-06 ZTF20aaxneem 0.5162395873769793 8.967068422910893 25.654588788960083 1.814292953668832 3.03662579385258 8.0 17.0 0.2998530291147493 0.01443284356140352 0.06958319768285641 0.007840744030220885 286.650963 55.2200531 25.0 0.0 8.0 17.0 0.0 0.30071451463122617 0.18428657965722434 4.162754150974086 0.8642311191371603 0.7671397244369272 0.36160324992129883 0.2350158586015115 2.0774113533616276 0.4137690660797413 0.4882246128788109 4.162754150974086 0.28376834160072373 0.2490318052245199 2.4903180522451986 10.0 15.0 19.1908 2458980.9684 -1.2704000000000022 46.87209999980405 34.8699999996461 12.002100000157952 -1.0 0.0 0.0 "" -1.1236566315024807 1.0053831630881414
Unknown 0.126 12 2 0.0 3.863820635146203e-06 9.245750502389002e-06 0.00043668831148678484 1.3534984906044533e-05 6.764220402424e-06 -4.65774689679306e-06 6.764220402424e-06 -4.65774689679306e-06 -9.31549379358612e-06 9.232244285771774e-06 ZTF20aaidabf 0.3193011038312186 7.897100691304455 17.92327228750565 0.8872873571590613 3.1355525054334206 32.0 21.0 -0.020545801020388648 0.02003193890893927 0.05547688550095264 0.011405407124236024 172.940217 25.3403149 59.0 0.0 32.0 21.0 0.0 0.29420579570043226 0.17865419865306223 0.7592053542651868 0.23171978248996336 0.13563522417936116 0.20305849858080405 0.21194226006155548 1.8746079286139643 0.3616092930451497 0.39730864111975467 0.7592053542651868 0.29028354985626703 0.3214922188176575 3.214922188176575 46.0 8.0 19.5396 2458887.0101 -1.2409999999999997 24.858600000385195 9.783900000154972 15.074700000230223 0.0 0.0 8.475676003009417 T13 -0.34412649361086295 1.4639141411556842
Unknown nan 11 3 0.0 2.2142783888635764e-06 8.618181505991626e-06 0.00040264592365969027 8.782558126468729e-06 1.1726142853667945e-05 -5.466940197131948e-06 1.1726142853667945e-05 -5.466940197131948e-06 -1.6400820591395844e-05 7.1553584350945986e-06 ZTF19abqlnxp 1.4510221900872087 999999999.9999993 0.0 0.0 0.0 23.0 1.0 0.5133150748114251 0.0 -999.0 -999.0 10.8977711 27.2595238 24.0 0.0 9.0 14.0 0.0 0.20101017506896335 0.18184314633366216 2.7617587969467907 0.5305157011790624 0.502206909051474 0.17026192175673222 0.21389490121566232 1.5230286490519207 0.36066358841167645 0.3257680624375842 2.7617587969467907 0.19067156080412342 0.45054980317938637 4.505498031793864 4.0 19.0 19.5941 2458718.8953704 -0.8740999999999985 26.00851899990812 22.045729599893093 3.9627894000150263 -1.0 0.0 0.0 "" -0.622476972928397 1.0190732372441709
AGN 0.261 10 3 137.36849592998624 6.91413593365702e-06 8.590969134976463e-06 0.0004369792678976299 5.161174717202141e-05 0.00024657393674231716 0.0001707681217974796 0.00024657393674231716 0.0001707681217974796 0.0005123043653924387 8.906148518622247e-06 ZTF18acefruj 1.7778897895185968 243.5104642511768 19.424080405216422 9.991451267334437 4.721458934710166 54.0 7.0 0.11136124579684509 -0.0004065402193476077 0.0534966040981809 0.0005005631611683247 139.1482404 60.4562317 61.0 0.0 27.0 34.0 0.0 0.33974267003321995 0.1975479510100613 0.5743922917935235 0.08619143577606571 0.11347002031978382 0.48387482481961747 0.22392166167312272 1.5783635024078408 0.20760017339772335 0.35342977818337357 0.5743922917935235 0.442857324855384 0.14798848630346403 1.4798848630346402 43.0 16.0 19.1506 2458798.9311 -1.645699999999998 408.9059000001289 51.00689999992028 357.8990000002086 0.006141955844073225 1.0467003014690776e+44 8.11757230707 L19 3.3087064700272837 6.007674612855283
Unknown nan 12 2 0.0 -1.039794018043512e-05 1.1141454310705853e-05 0.0006290337366905883 4.362994438874493e-05 -9.069645072978323e-06 -2.3426792252433432e-05 -9.069645072978323e-06 -2.3426792252433432e-05 -4.6853584504866864e-05 1.1691013083954573e-05 ZTF19acdyqff 0.35312533931032775 66.77825590051813 0.0 12.336471646984768 0.0 121.0 1.0 0.12387141474370288 0.0 0.07478929522963428 -999.0 59.6692613 23.6925771 123.0 0.0 18.0 105.0 0.0 0.20424148254144334 0.20522407656023203 0.5175430283306868 0.11492348063520826 0.1062122900693512 0.2766670639975868 0.23706540816841679 0.9056356492184544 0.2108390950500625 0.21469488483384203 0.5175430283306868 0.21049660508946544 0.09097305420196213 0.9097305420196212 22.0 88.0 19.8696 2458788.9815 -1.0276000000000032 465.7606000001542 436.6943999999203 29.06620000023395 -1.0 0.0 0.0 "" -0.5369429775958358 3.916000835440379
AGN 0.287 12 2 165.99397976975888 -7.8093947684913e-06 1.0189210124759137e-05 0.000613682427542364 3.2091023796936516e-05 0.0001241961777486328 9.088502206247493e-05 0.0001241961777486328 9.088502206247493e-05 0.00018177004412494986 1.0727212827978376e-05 ZTF19adcfsoq 0.4901113986230467 4631.8187833779075 236.71197722547592 134385.49064625122 810.3559703573446 27.0 8.0 -0.011101158889826757 0.0007161434463373699 0.07917351705903171 0.002080752955666095 203.6103251 10.8488441 35.0 0.0 19.0 16.0 0.0 0.43246604644656067 0.21583192554177416 2.175383128504338 0.4332284034413602 0.46951712941617996 0.34159967877761577 0.22485856548189875 1.4087142457791537 0.3094065442390583 0.31676146447981546 2.175383128504338 0.30662808102124717 0.2560056617561585 2.560056617561585 4.0 28.0 19.9806 2458851.0633 -0.5132000000000012 121.74910000013188 117.73290000017732 4.0161999999545515 0.03742645095825406 1.4672557402060367e+44 7.47938381875 L19 2.8321010459987574 3.1495104531172005
Unknown nan 12 2 0.0 -1.4051633841842907e-06 5.162441714109004e-06 0.00021025681997003325 7.661601969254552e-06 -1.7186055800013585e-06 -6.9734424798979376e-06 -1.7186055800013585e-06 -6.9734424798979376e-06 -1.3946884959795875e-05 4.644562074367345e-06 ZTF20abfcesa 0.42298879681875456 9.57406211731422 31.45686788536936 1.2399840733465148 8.122612291885384 19.0 24.0 -0.035422074442088496 0.004957317136739435 0.05323757329209634 0.008512756304834055 291.6204772 57.263906 43.0 0.0 21.0 22.0 0.0 0.2459577148727755 0.1949451186995781 1.3732298111774797 0.24042670819336517 0.267704448541793 0.5593203226272128 0.25548076145105325 3.102065310814483 0.768982415512072 0.7925180076777824 1.3732298111774797 0.4080610723563708 0.4710314797799778 4.710314797799778 18.0 23.0 19.4713 2459024.8649 -1.1917000000000009 28.083600000012666 16.004500000271946 12.07909999974072 -1.0 0.0 0.0 "" -0.9101807308552248 1.484104304425427
